,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
22952,PhoenixTucson,8/21/2016,conventional,0.58,1459911.33,991649.01,202899.77,9204.82,256157.73
22953,PhoenixTucson,8/14/2016,conventional,0.69,1325974.87,795943.96,228315.48,11523.66,290191.77
22954,PhoenixTucson,8/7/2016,conventional,0.64,1522368.93,1031124.37,214144.29,11938.14,265162.13
22955,PhoenixTucson,7/31/2016,conventional,1,851296.1,392455.55,202783.6,11881.45,244175.5
22956,PhoenixTucson,7/24/2016,conventional,0.94,922526.29,423672.75,201696.43,12392.31,284764.8
22957,PhoenixTucson,7/17/2016,conventional,0.92,864516.85,410870.87,188086.51,11537,254022.47
22958,PhoenixTucson,7/10/2016,conventional,0.89,995347.5,485473.19,213070.45,11651.42,285152.44
22959,PhoenixTucson,7/3/2016,conventional,0.77,1069905.64,539428.95,249521.81,14795.19,266159.69
22960,PhoenixTucson,6/26/2016,conventional,0.6,1360168.72,848508.88,230322.97,16235.59,265101.28
22961,PhoenixTucson,6/19/2016,conventional,0.62,1348891.94,852657.34,231636.98,17320.64,247276.98
22962,PhoenixTucson,6/12/2016,conventional,0.81,991221.27,471620.29,222420.61,22944.15,274236.22
22963,PhoenixTucson,6/5/2016,conventional,0.67,1197277.61,644911.82,271580.08,17419.32,263366.39
22964,PhoenixTucson,5/29/2016,conventional,0.58,1342825.39,823222.51,251166.51,18217.7,250218.67
22965,PhoenixTucson,5/22/2016,conventional,0.68,1063411.38,616427.64,233772.43,22533.69,190677.62
22966,PhoenixTucson,5/15/2016,conventional,0.55,1318932.22,877701.71,266908.38,13478.11,160844.02
22967,PhoenixTucson,5/8/2016,conventional,0.57,1489269.33,941813.03,325967.66,29263.46,192225.18
22968,PhoenixTucson,5/1/2016,conventional,0.62,1178000.01,657384.04,324709.73,14202.89,181703.35
22969,PhoenixTucson,4/24/2016,conventional,0.54,1352494.83,884293.16,264603.74,14665.34,188932.59
22970,PhoenixTucson,4/17/2016,conventional,0.61,1166007.02,662946.89,286552.3,14462.24,202045.59
22971,PhoenixTucson,4/10/2016,conventional,0.56,1387970,924031.6,246403.27,37714.15,179820.98
22972,PhoenixTucson,4/3/2016,conventional,0.61,1091234.04,690115.62,244434.1,17172.83,139511.49
22973,PhoenixTucson,3/27/2016,conventional,0.54,1423939.62,952967.11,252486.02,35478.87,183007.62
22974,PhoenixTucson,3/20/2016,conventional,0.56,1339528.26,877807.23,283972.53,21555.74,156192.76
22975,PhoenixTucson,3/13/2016,conventional,0.64,1103110.33,670917.46,256531.59,16153.46,159507.82
22976,PhoenixTucson,3/6/2016,conventional,0.51,1442973.47,1037699.01,259846.68,14567.4,130860.38
22977,PhoenixTucson,2/28/2016,conventional,0.57,1290021.19,816554.74,311746.69,22261.01,139458.75
22978,PhoenixTucson,2/21/2016,conventional,0.67,1098967.88,560568.72,347498.78,15354.56,175545.82
22979,PhoenixTucson,2/14/2016,conventional,0.61,1209857.67,788381.39,243842.36,22140.43,155493.49
22980,PhoenixTucson,2/7/2016,conventional,0.55,1609195.36,1093424.86,286748.57,57213.24,171808.69
22981,PhoenixTucson,1/31/2016,conventional,0.64,1113755.21,663697.2,293461.52,21553.25,135043.24
22982,PhoenixTucson,1/24/2016,conventional,0.61,1016720.53,537695.71,293418.02,15408.83,170197.97
22983,PhoenixTucson,1/17/2016,conventional,0.71,1069974.38,632962.22,272231.24,19499.03,145281.89
22984,PhoenixTucson,1/10/2016,conventional,0.59,1276128.92,868817.82,252752.29,12047.67,142511.14
22985,PhoenixTucson,1/3/2016,conventional,0.62,1092066.65,692403.58,250115.85,20950.56,128596.66
22986,Pittsburgh,12/25/2016,conventional,1.26,80688.76,21519.08,23868.08,961.58,34340.02
22987,Pittsburgh,12/18/2016,conventional,1.02,123555.7,47067.52,38353.81,1974.86,36159.51
22988,Pittsburgh,12/11/2016,conventional,1.21,84144.99,22587.44,22461.37,1185.39,37910.79
22989,Pittsburgh,12/4/2016,conventional,1.27,80731.39,22112.25,22668.13,1314.12,34636.89
22990,Pittsburgh,11/27/2016,conventional,1.27,67448.86,17971.93,18776.67,1117.3,29582.96
22991,Pittsburgh,11/20/2016,conventional,1.27,85227.73,21811.65,24291.5,1050.73,38073.85
22992,Pittsburgh,11/13/2016,conventional,1.26,86306.22,22929.76,26629.2,1041.38,35705.88
22993,Pittsburgh,11/6/2016,conventional,1.25,92657.44,24892.26,27433.78,1137.26,39194.14
22994,Pittsburgh,10/30/2016,conventional,1.25,86820.55,25336.21,21347.76,1150.23,38986.35
22995,Pittsburgh,10/23/2016,conventional,1.3,90368.85,25223.29,26247.81,1185.68,37712.07
22996,Pittsburgh,10/16/2016,conventional,1.27,87503.46,23294.4,24183.85,994.89,39030.32
22997,Pittsburgh,10/9/2016,conventional,1.29,89506.29,24596.38,27239.36,953.05,36717.5
22998,Pittsburgh,10/2/2016,conventional,1.3,92483.87,27733.81,31201.92,1368.98,32179.16
22999,Pittsburgh,9/25/2016,conventional,1.01,165178.31,62848.81,67362.99,3010.02,31956.49
23000,Pittsburgh,9/18/2016,conventional,1.27,91298.63,28022.65,40377.82,1331.35,21566.81
23001,Pittsburgh,9/11/2016,conventional,1.33,80206.95,22513.05,30643.05,925.3,26125.55
23002,Pittsburgh,9/4/2016,conventional,1.23,93887.78,18723.14,37833.25,1349.45,35981.94
23003,Pittsburgh,8/28/2016,conventional,1.4,89247.85,10388.44,43896.41,1021.81,33941.19
23004,Pittsburgh,8/21/2016,conventional,1.42,89949.42,1802.19,51710.69,1003.84,35432.7
23005,Pittsburgh,8/14/2016,conventional,1.42,93415.78,1543.89,52111.73,1001.96,38758.2
23006,Pittsburgh,8/7/2016,conventional,1.37,97959.55,1678.67,53440.42,1000.97,41839.49
23007,Pittsburgh,7/31/2016,conventional,1.42,94553.4,1433.04,52790.96,943.41,39385.99
23008,Pittsburgh,7/24/2016,conventional,1.35,104420.57,1548.98,55308.86,1232.52,46330.21
23009,Pittsburgh,7/17/2016,conventional,1.25,113655.96,1416.4,54927.04,1132.71,56179.81
23010,Pittsburgh,7/10/2016,conventional,1.29,111914.65,1536.94,57549.45,1294.98,51533.28
23011,Pittsburgh,7/3/2016,conventional,1.36,128114.61,1481.6,68197.33,1266.4,57169.28
23012,Pittsburgh,6/26/2016,conventional,1.39,110772.26,1415.16,59568.48,1294.29,48494.33
23013,Pittsburgh,6/19/2016,conventional,1.42,104127.89,2063.55,59252.92,1172.76,41638.66
23014,Pittsburgh,6/12/2016,conventional,1.41,102412.83,3377.4,56238.3,1171.89,41625.24
23015,Pittsburgh,6/5/2016,conventional,1.38,111137.97,2020.28,61595.07,1293.72,46228.9
23016,Pittsburgh,5/29/2016,conventional,1.4,117486.96,1336.42,68421.33,1567.32,46161.89
23017,Pittsburgh,5/22/2016,conventional,1.17,113857.64,1083.05,68958.85,1536.78,42278.96
23018,Pittsburgh,5/15/2016,conventional,0.87,165733.74,1504.36,113018.31,2930.76,48280.31
23019,Pittsburgh,5/8/2016,conventional,0.89,144813.19,1847.76,97359.37,2818.47,42787.59
23020,Pittsburgh,5/1/2016,conventional,0.92,169483.29,1981.15,114448.24,2935.24,50118.66
23021,Pittsburgh,4/24/2016,conventional,1.02,109421.34,1300.85,52354.4,1239.89,54526.2
23022,Pittsburgh,4/17/2016,conventional,1.17,107271.68,1300.27,64912.62,1800.73,39258.06
23023,Pittsburgh,4/10/2016,conventional,1.18,102684.74,1736.95,57325.73,1600.52,42021.54
23024,Pittsburgh,4/3/2016,conventional,1.26,87991.76,1591.51,57684.4,1735.56,26980.29
23025,Pittsburgh,3/27/2016,conventional,1.15,93607.68,1246.72,53507.55,1504.71,37348.7
23026,Pittsburgh,3/20/2016,conventional,1.17,87881.33,1457.19,50816.15,1224.55,34383.44
23027,Pittsburgh,3/13/2016,conventional,1.17,91112.78,1630.95,52730.06,1333.25,35418.52
23028,Pittsburgh,3/6/2016,conventional,1.18,99548.51,1555.29,58262.08,1403.75,38327.39
23029,Pittsburgh,2/28/2016,conventional,1.21,96483.82,1210.44,58767.67,1383.25,35122.46
23030,Pittsburgh,2/21/2016,conventional,1.23,84755.36,1353.29,57902.7,1371.78,24127.59
23031,Pittsburgh,2/14/2016,conventional,1.14,87228.1,2425.21,52891.65,1332.2,30579.04
23032,Pittsburgh,2/7/2016,conventional,1.18,105805.21,3398.51,72083.75,1740.09,28582.86
23033,Pittsburgh,1/31/2016,conventional,1.22,88551.72,2259.16,61619.09,1456.3,23217.17
23034,Pittsburgh,1/24/2016,conventional,1.2,96487.8,106.84,63654.05,1741.79,30985.12
23035,Pittsburgh,1/17/2016,conventional,1.22,94971.15,1565.32,56551.43,1254.56,35599.84
23036,Pittsburgh,1/10/2016,conventional,1.23,110155.55,1767.42,67788.68,1611.68,38987.77
23037,Pittsburgh,1/3/2016,conventional,1.27,90521.74,1511.68,61042.3,1389.95,26577.81
23038,Plains,12/25/2016,conventional,1.09,1449394.65,581226.62,446633.64,4267.77,417266.62
23039,Plains,12/18/2016,conventional,1.06,1426470.94,581861.96,428227.02,3271.57,413110.39
23040,Plains,12/11/2016,conventional,1.08,1468901.87,724148.87,330240.87,3599.85,410912.28
23041,Plains,12/4/2016,conventional,1.09,1676509.02,946350.29,349760.6,3190.05,377208.08
23042,Plains,11/27/2016,conventional,1.35,1131932.27,520565.84,272840.98,3226.22,335299.23
23043,Plains,11/20/2016,conventional,1.49,1126964.32,518903.13,306191.07,4456.35,297413.77
23044,Plains,11/13/2016,conventional,1.57,1187396.84,514295.92,357173.85,5306.27,310620.8
23045,Plains,11/6/2016,conventional,1.55,1281023.69,576884.27,366464.25,6472.83,331202.34
23046,Plains,10/30/2016,conventional,1.54,1058938.09,469957.6,297119.25,5263.65,286597.59
23047,Plains,10/23/2016,conventional,1.53,1179301.18,520220.72,350912.77,5549.22,302618.47
23048,Plains,10/16/2016,conventional,1.49,1252399.56,567497.88,367702.35,5139,312060.33
23049,Plains,10/9/2016,conventional,1.41,1360541.39,589475.12,416484.14,4681.14,349900.99
23050,Plains,10/2/2016,conventional,1.37,1352081.51,598896.04,378848.86,5181.48,369155.13
23051,Plains,9/25/2016,conventional,1.35,1419113.4,673110.96,360990.42,5573.18,379438.84
23052,Plains,9/18/2016,conventional,1.24,1641724.15,826479.75,439168.23,5721.42,370354.75
23053,Plains,9/11/2016,conventional,1.18,1697761.29,780495.39,488705.89,5273.03,423286.98
23054,Plains,9/4/2016,conventional,1.1,1933628.13,931227.39,541981.42,6177.12,454242.2
23055,Plains,8/28/2016,conventional,1.22,1693969.47,823545.19,462409.58,5248.8,402765.9
23056,Plains,8/21/2016,conventional,1.21,1693418.62,748383.14,445643.2,5418.75,493973.53
23057,Plains,8/14/2016,conventional,1.12,1873446.99,882147.93,435932.3,6193.74,549173.02
23058,Plains,8/7/2016,conventional,1.17,1979362.94,859776.14,534861.87,6165.29,578559.64
23059,Plains,7/31/2016,conventional,1.25,1716384.76,658829.43,526275.28,7471.62,523808.43
23060,Plains,7/24/2016,conventional,1.22,1807152.43,650651.58,565159.06,7416.64,583925.15
23061,Plains,7/17/2016,conventional,1.15,1865426.77,615734.77,583708.66,11130.38,654852.96
23062,Plains,7/10/2016,conventional,1.09,2028847.18,691422.45,634634.29,16160.39,686630.05
23063,Plains,7/3/2016,conventional,1.05,2259572.01,684349.38,761167.83,10691.9,803362.9
23064,Plains,6/26/2016,conventional,1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66
23065,Plains,6/19/2016,conventional,0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36
23066,Plains,6/12/2016,conventional,1.04,2104834.28,892690.24,628986.82,11290.7,571866.52
23067,Plains,6/5/2016,conventional,0.93,2330438.23,1242318.2,518978.73,10390.99,558750.31
23068,Plains,5/29/2016,conventional,0.9,2265037.77,1223080.58,495021.66,12125.66,534809.87
23069,Plains,5/22/2016,conventional,0.94,2248726.67,1062580.2,619172.75,10708.07,556265.65
23070,Plains,5/15/2016,conventional,0.95,2100440.16,873323.33,621229.14,22169.92,583717.77
23071,Plains,5/8/2016,conventional,0.86,2664926.82,1198630.18,861839.11,18180.72,586276.81
23072,Plains,5/1/2016,conventional,0.97,2093998.59,925373.29,636658.22,27641.97,504325.11
23073,Plains,4/24/2016,conventional,0.95,2088524.46,887508.56,650864.38,11773.39,538378.13
23074,Plains,4/17/2016,conventional,0.95,2114990.64,852518.35,756238.99,10596.68,495636.62
23075,Plains,4/10/2016,conventional,1,1872378.56,886184,507777.03,19359.4,459058.13
23076,Plains,4/3/2016,conventional,1.04,1769050.34,898127.03,451253.04,45776.71,373893.56
23077,Plains,3/27/2016,conventional,1.07,1740836.89,773936.48,518333.94,44611.53,403954.94
23078,Plains,3/20/2016,conventional,0.95,1938247.08,793583.9,691374.76,33666.72,419621.7
23079,Plains,3/13/2016,conventional,0.91,2095165.01,1102893.11,548239.52,49503.76,394528.62
23080,Plains,3/6/2016,conventional,1.06,1734414.9,798294.79,481425.08,44771.53,409923.5
23081,Plains,2/28/2016,conventional,1.07,1647189.23,716192.38,496105.73,38146.51,396744.61
23082,Plains,2/21/2016,conventional,1.03,1672884.28,784111.14,499720.63,24200.11,364852.4
23083,Plains,2/14/2016,conventional,0.97,1790822.72,869882.86,525736.46,20578.05,374625.35
23084,Plains,2/7/2016,conventional,0.83,2838853.24,1206795.22,1165322.88,29501.59,437233.55
23085,Plains,1/31/2016,conventional,1.05,1851372.18,870097.66,571495.47,18332.66,391446.39
23086,Plains,1/24/2016,conventional,1.16,1261352.88,360743.21,518203.05,16918.87,365487.75
23087,Plains,1/17/2016,conventional,1.12,1495176.98,634914.42,499796.45,25612.84,334853.27
23088,Plains,1/10/2016,conventional,1.08,1670524.63,750885.43,510181.5,36259.27,373198.43
23089,Plains,1/3/2016,conventional,0.94,2171818.57,999388.89,840637.85,19331.34,312460.49
23090,Portland,12/25/2016,conventional,0.94,525930.72,104032.21,135602.68,13342.22,272953.61
23091,Portland,12/18/2016,conventional,0.93,522499.15,103822.87,135172.07,11774.35,271729.86
23092,Portland,12/11/2016,conventional,0.7,923022.14,97136.34,256730.42,11762.18,557393.2
23093,Portland,12/4/2016,conventional,1,594246.5,109778.14,143749.16,11803.23,328915.97
23094,Portland,11/27/2016,conventional,1.22,404389.56,72973.18,104741.59,11472.92,215201.87
23095,Portland,11/20/2016,conventional,1.23,455618.12,80040.96,114101.18,13948.69,247527.29
23096,Portland,11/13/2016,conventional,1.22,487762.79,90571.72,119196.88,15746.23,262247.96
23097,Portland,11/6/2016,conventional,1.35,467433.56,83618.4,116112.59,14247.63,253454.94
23098,Portland,10/30/2016,conventional,1.4,407047.88,70232.8,109965.98,15009.27,211839.83
23099,Portland,10/23/2016,conventional,1.12,568596.03,77057.58,127808.18,12872.16,350858.11
23100,Portland,10/16/2016,conventional,1.16,563725.3,106966.73,107928.08,13597.96,335232.53
23101,Portland,10/9/2016,conventional,1.08,598035.57,107796.99,124430.54,15502.77,350305.27
23102,Portland,10/2/2016,conventional,0.83,954737.07,93260.65,187759.49,15822.01,657894.92
23103,Portland,9/25/2016,conventional,0.87,694289.8,122350.41,123793.69,16380.23,431765.47
23104,Portland,9/18/2016,conventional,0.94,603235.38,125312.43,146731.4,13568.76,317622.79
23105,Portland,9/11/2016,conventional,0.88,671817.53,155407.07,156920.67,15697.22,343792.57
23106,Portland,9/4/2016,conventional,1.01,613058.51,131619.33,166648.41,13319.89,301470.88
23107,Portland,8/28/2016,conventional,0.99,621458.42,119829.63,173787.92,12315.05,315525.82
23108,Portland,8/21/2016,conventional,0.92,668003.85,135899.22,156327.74,11483.54,364293.35
23109,Portland,8/14/2016,conventional,0.98,623628.8,134421.78,139971.18,15590.99,333644.85
23110,Portland,8/7/2016,conventional,0.96,659207.94,140180.44,166749.64,15567.8,336710.06
23111,Portland,7/31/2016,conventional,1.02,608614.15,135646.65,130929.72,15066.52,326971.26
23112,Portland,7/24/2016,conventional,0.97,602085.03,135877.37,142590.49,16246.36,307370.81
23113,Portland,7/17/2016,conventional,0.93,612572.73,138377.47,140619.34,16322.19,317253.73
23114,Portland,7/10/2016,conventional,0.98,669673.68,158448.06,152086.54,15965.08,343174
23115,Portland,7/3/2016,conventional,0.98,728681.01,162120.67,189257.93,20839.47,356462.94
23116,Portland,6/26/2016,conventional,0.92,662145.29,139894.23,158417,19975.97,343858.09
23117,Portland,6/19/2016,conventional,0.86,682680.66,154975.49,168948.72,19367.47,339388.98
23118,Portland,6/12/2016,conventional,0.85,626226.63,159711.34,167508.33,19531.71,279475.25
23119,Portland,6/5/2016,conventional,0.78,942774.69,153775.4,234869.93,23659.16,530470.2
23120,Portland,5/29/2016,conventional,0.77,832869.55,145240.16,204586.42,19960.09,463082.88
23121,Portland,5/22/2016,conventional,0.78,689730.64,140269.29,157857.75,18037.36,373566.24
23122,Portland,5/15/2016,conventional,0.75,884782.05,139703.26,220231.82,18398.06,506448.91
23123,Portland,5/8/2016,conventional,0.75,969780.21,155346.32,244456,20852.69,549125.2
23124,Portland,5/1/2016,conventional,0.76,852118.86,148329.79,219777.04,18792.26,465219.77
23125,Portland,4/24/2016,conventional,0.79,714374.65,147879.2,194071.12,18734.63,353689.7
23126,Portland,4/17/2016,conventional,0.69,917689.13,80084.69,285327.86,20489.31,531787.27
23127,Portland,4/10/2016,conventional,0.88,681434.09,115155.67,233413.33,21804.8,311060.29
23128,Portland,4/3/2016,conventional,0.79,806264.89,89147.26,249613.5,23098.9,444405.23
23129,Portland,3/27/2016,conventional,0.71,806586.49,82569.97,247868.59,17851.44,458296.49
23130,Portland,3/20/2016,conventional,0.94,556500.49,89989.82,177624.19,17767.12,271119.36
23131,Portland,3/13/2016,conventional,0.79,750735.4,89366.15,223410.75,19425,418533.5
23132,Portland,3/6/2016,conventional,0.83,769499.11,93795.79,207462.92,32885.82,435354.58
23133,Portland,2/28/2016,conventional,0.83,725928.01,83579.8,209750.15,18299.84,414298.22
23134,Portland,2/21/2016,conventional,0.71,823186.03,65380.96,277280.25,14447.61,466077.21
23135,Portland,2/14/2016,conventional,0.87,567176.93,98599.11,169228.62,15639.48,283709.72
23136,Portland,2/7/2016,conventional,0.72,948838.16,90313.08,340413.42,17669.38,500442.28
23137,Portland,1/31/2016,conventional,0.88,674373.81,83566.59,223504.78,18005.27,349297.17
23138,Portland,1/24/2016,conventional,0.9,596989.37,60000.87,208201.05,17305.06,311482.39
23139,Portland,1/17/2016,conventional,0.87,731385.02,91788.6,249094.94,16915.12,373586.36
23140,Portland,1/10/2016,conventional,0.88,731602.32,100449.51,241994.09,20422.92,368735.8
23141,Portland,1/3/2016,conventional,0.75,830063.2,101180.6,291667.86,22086.36,415128.38
23142,RaleighGreensboro,12/25/2016,conventional,1.24,208041,57636.61,63983.54,6997.22,79423.63
23143,RaleighGreensboro,12/18/2016,conventional,1.26,197054.39,60411.01,60081.51,8199.68,68362.19
23144,RaleighGreensboro,12/11/2016,conventional,1.24,215138.05,77872.1,51720.67,8646.12,76899.16
23145,RaleighGreensboro,12/4/2016,conventional,1.31,216077.75,80765.25,51555.26,8087.24,75670
23146,RaleighGreensboro,11/27/2016,conventional,1.49,175761.18,64281.66,41537.34,6927.36,63014.82
23147,RaleighGreensboro,11/20/2016,conventional,1.56,183327.73,66026.81,40837.67,11043.15,65420.1
23148,RaleighGreensboro,11/13/2016,conventional,1.47,211408.68,87802.48,39962.93,22904.8,60738.47
23149,RaleighGreensboro,11/6/2016,conventional,1.53,215345.69,79225.25,42184.25,25755.21,68180.98
23150,RaleighGreensboro,10/30/2016,conventional,1.42,211956.24,84333.26,42819.12,23850.94,60952.92
23151,RaleighGreensboro,10/23/2016,conventional,1.4,239744.28,88588.35,53189.14,21782.42,76184.37
23152,RaleighGreensboro,10/16/2016,conventional,1.37,247656.68,91951.02,64317.25,17584.71,73803.7
23153,RaleighGreensboro,10/9/2016,conventional,1.39,254093.87,85813.34,67026.7,20238.33,81015.5
23154,RaleighGreensboro,10/2/2016,conventional,1.36,261886.32,81422.14,79271.53,17415.97,83776.68
23155,RaleighGreensboro,9/25/2016,conventional,1.35,255043.21,88405.04,70494.6,15699.74,80443.83
23156,RaleighGreensboro,9/18/2016,conventional,1.27,278129.66,92754.42,82984.73,15056.66,87333.85
